Proposições;Ementa;Explicação;Autor;UF;Partido;Apresentação;Situação;Link;TipoSG
PL 3311/2020;Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940, para tornar crime o registro fotográfico ou cinematográfico não autorizado em estabelecimento de saúde e o art. 7º da Lei nº 8.080, de 19 de setembro de 1990, que dispõe sobre as condições para a promoção, proteção e recuperação da saúde, a organização e o funcionamento dos serviços correspondentes e dá outras providências, para vedar o registro fotográfico ou cinematográfico não autorizado em estabelecimento de saúde.;;"Alexandre Padilha;Leonardo Monteiro;Valmir Assunção;Rogério Correia;José Ricardo;Luizianne Lins;Marília Arraes;Patrus Ananias;Nilto Tatto;Afonso Florence;Beto Faro;Helder Salomão;Waldenor Pereira;Vicentinho;Assis Carvalho;Pedro Uczai;Frei Anastacio Ribeiro;João Daniel;Carlos Veras;Paulo Guedes;Marcon;Enio Verri;Paulão;Gleisi Hoffmann;Jorge Solla;Alencar Santana;Vander Loubet;Erika Kokay;Benedita da Silva;Professora Rosa Neide;Rui Falcão;Zeca Dirceu;Padre João;Odair Cunha;Joseildo Ramos;Célio Moura";"SP;MG;BA;MG;AM;CE;PE;MG;SP;BA;PA;ES;BA;SP;PI;SC;PB;SE;PE;MG;RS;PR;AL;PR;BA;SP;MS;DF;RJ;MT;SP;PR;MG;MG;BA;TO";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-06-15;Aguardando Designação de Relator;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2255176;PL
PL 3189/2020;Estabelece medidas de proteção e assegura direitos aos motoristas e cobradores do transporte viário coletivo de passageiros durante o estado de emergência de saúde pública de importância internacional decorrente do novo coronavírus (Covid-19), reconhecido pelo Decreto Legislativo nº 6, de 20 de março de 2020.;;"Erika Kokay;Jorge Solla;Enio Verri;Padre João;Professora Rosa Neide;Rogério Correia;Pedro Uczai;Paulo Teixeira;Afonso Florence;Benedita da Silva;Marília Arraes";"DF;BA;PR;MG;MT;MG;SC;SP;BA;RJ;PE";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-06-08;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2254788;PL
PL 3158/2020;"Assegura direitos aos profissionais que exercem atividades essenciais de modo presencial afastados do trabalho em decorrência de infecção por Covid-19, e estabelece normas de prevenção e segurança do trabalho. 
";;"Erika Kokay;Jorge Solla;Carlos Veras;Afonso Florence;Zé Carlos;Rogério Correia;Patrus Ananias;Frei Anastacio Ribeiro;Enio Verri;Paulo Pimenta;Reginaldo Lopes";"DF;BA;PE;BA;MA;MG;MG;PB;PR;RS;MG";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-06-05;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2254727;PL
PL 3123/2020;Determina que a atividade de saboaria artesanal seja regida pela Lei 13180/2015, durante o período de situação de emergência na saúde decorrente da pandemia causada pelo coronavírus (Covid-19). ;;"Bohn Gass;Afonso Florence;Enio Verri;Maria do Rosário;Patrus Ananias;Nilto Tatto;José Airton Félix Cirilo;Assis Carvalho;Professora Rosa Neide;Frei Anastacio Ribeiro;Gleisi Hoffmann;Vander Loubet;Célio Moura;Beto Faro;Margarida Salomão;Rogério Correia;Joseildo Ramos;Padre João;José Guimarães;Valmir Assunção;Carlos Veras;Arlindo Chinaglia;João Daniel;Henrique Fontana;Pedro Uczai;Helder Salomão;Jorge Solla;Marcon;Airton Faleiro;José Ricardo;Paulão;Paulo Teixeira;Luizianne Lins;Reginaldo Lopes;Zé Carlos;Leonardo Monteiro";"RS;BA;PR;RS;MG;SP;CE;PI;MT;PB;PR;MS;TO;PA;MG;MG;BA;MG;CE;BA;PE;SP;SE;RS;SC;ES;BA;RS;PA;AM;AL;SP;CE;MG;MA;MG";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-06-04;Aguardando Parecer;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2254507;PL
PL 2854/2020;Institui medidas contra a disseminação de conteúdo de ódio e preconceito pela internet, bem como a disseminação de informações a respeito de tratamentos de saúde que não sejam cientificamente validados e aceitos pelo Sistema Único de Saúde ou pela Organização Mundial de Saúde e dá outras providências.;;"Maria do Rosário;Luizianne Lins;Rui Falcão;Jorge Solla;Waldenor Pereira;Paulo Teixeira;Rejane Dias;Enio Verri;Pedro Uczai;Rogério Correia;João Daniel;Valmir Assunção;Patrus Ananias;José Guimarães;Gleisi Hoffmann;Edmilson Rodrigues;Célio Moura;Rodrigo Agostinho;Padre João;Professora Rosa Neide;Leonardo Monteiro;Marília Arraes;Beto Faro;Ivan Valente;Benedita da Silva;Marcon;Alencar Santana;Perpétua Almeida;Vander Loubet;Paulão;Luiza Erundina;Erika Kokay;Paulo Pimenta;José Ricardo;João H. Campos;Helder Salomão;Professora Dorinha Seabra Rezende;Henrique Fontana;Vicentinho;Frei Anastacio Ribeiro;Alexandre Padilha;Zé Carlos;Tereza Nelma;Nilto Tatto;Carlos Veras;Zeca Dirceu;Dulce Miranda;Túlio Gadêlha;Odair Cunha;Reginaldo Lopes;Alice Portugal;Bira do Pindaré;Camilo Capiberibe;Arlindo Chinaglia;Professor Israel Batista;Carlos Zarattini;José Airton Félix Cirilo;Margarida Salomão;Bohn Gass;Airton Faleiro;Silvia Cristina;Jesus Sérgio;Renildo Calheiros;Pompeo de Mattos;Leda Sadala;Chico D'Angelo;Dagoberto Nogueira;Flávia Morais;Joseildo Ramos;Assis Carvalho;Zé Neto;Paulo Guedes;Rubens Otoni;Afonso Florence";"RS;CE;SP;BA;BA;SP;PI;PR;SC;MG;SE;BA;MG;CE;PR;PA;TO;SP;MG;MT;MG;PE;PA;SP;RJ;RS;SP;AC;MS;AL;SP;DF;RS;AM;PE;ES;TO;RS;SP;PB;SP;MA;AL;SP;PE;PR;TO;PE;MG;MG;BA;MA;AP;SP;DF;SP;CE;MG;RS;PA;RO;AC;PE;RS;AP;RJ;MS;GO;BA;PI;BA;MG;GO;BA";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PSOL;PT;PSB;PT;PT;PT;PT;PT;PSOL;PT;PT;PT;PCdoB;PT;PT;PSOL;PT;PT;PT;PSB;PT;DEM;PT;PT;PT;PT;PT;PSDB;PT;PT;PT;MDB;PDT;PT;PT;PCdoB;PSB;PSB;PT;PV;PT;PT;PT;PT;PT;PDT;PDT;PCdoB;PDT;AVANTE;PDT;PDT;PDT;PT;PT;PT;PT;PT;PT";2020-05-25;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2253608;PL
PL 2848/2020;Altera a Lei nº 9.279, de 14 de maio de 1996, e a Lei nº 13.979, de 6 de fevereiro de 2020, para determinar, pelo prazo de 1 (um) ano, o licenciamento compulsório de patentes associadas a produtos essenciais ao enfrentamento da emergência de saúde pública decorrente da pandemia de Covid-19.;;"Erika Kokay;José Guimarães;Jorge Solla;Rogério Correia;Beto Faro;Waldenor Pereira;Afonso Florence;Valmir Assunção;Marília Arraes;Vander Loubet;Pedro Uczai;José Ricardo;Gleisi Hoffmann;Célio Moura;Airton Faleiro;Patrus Ananias;Padre João;Frei Anastacio Ribeiro;Marcon;João Daniel;Professora Rosa Neide;Enio Verri;Vicentinho;Paulo Teixeira;Helder Salomão;Nilto Tatto;Reginaldo Lopes;Rui Falcão;Joseildo Ramos;Rejane Dias;Zé Carlos";"DF;CE;BA;MG;PA;BA;BA;BA;PE;MS;SC;AM;PR;TO;PA;MG;MG;PB;RS;SE;MT;PR;SP;SP;ES;SP;MG;SP;BA;PI;MA";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-05-25;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2253599;PL
PL 2837/2020;Determina a manutenção de qualquer vantagem pecuniária devida aos profissionais e trabalhadores de saúde afastados por suspeita ou confirmação de contaminação pelo novo coronavírus.;;"Marília Arraes;Valmir Assunção;Carlos Veras;Maria do Rosário;Patrus Ananias;Alencar Santana;Beto Faro;Célio Moura;Waldenor Pereira;Rogério Correia;Vander Loubet;Alexandre Padilha;Enio Verri;Erika Kokay;Afonso Florence;Benedita da Silva;Pedro Uczai;Gleisi Hoffmann;José Ricardo;Luizianne Lins;José Guimarães;Marcon;João Daniel;Jorge Solla;Professora Rosa Neide;Padre João;Vicentinho";"PE;BA;PE;RS;MG;SP;PA;TO;BA;MG;MS;SP;PR;DF;BA;RJ;SC;PR;AM;CE;CE;RS;SE;BA;MT;MG;SP";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-05-22;Aguardando Parecer;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2253567;PL
PL 2772/2020;Altera a Lei nº 13.979, de 6 de fevereiro de 2020, para assegurar a participação do país em iniciativas internacionais para o desenvolvimento, produção e acesso a diagnósticos, medicamentos, tratamentos, testes, vacinas ou outras alternativas terapêuticas, diagnósticas e preventivas contra a Covid-19. ;;"Alencar Santana;Erika Kokay;Padre João;José Ricardo;Enio Verri;José Airton Félix Cirilo;Professora Rosa Neide;Rubens Otoni;Patrus Ananias;Valmir Assunção;José Guimarães;Beto Faro;Pedro Uczai;Alexandre Padilha;Airton Faleiro;Arlindo Chinaglia;Odair Cunha;Marília Arraes;Paulão;Afonso Florence;Luizianne Lins;Marcon;Rogério Correia;Frei Anastacio Ribeiro;Rui Falcão;Célio Moura;Maria do Rosário;Waldenor Pereira;Gleisi Hoffmann;Paulo Teixeira;Jorge Solla;Zé Carlos;Benedita da Silva;Zeca Dirceu;Nilto Tatto;Paulo Pimenta;Carlos Veras";"SP;DF;MG;AM;PR;CE;MT;GO;MG;BA;CE;PA;SC;SP;PA;SP;MG;PE;AL;BA;CE;RS;MG;PB;SP;TO;RS;BA;PR;SP;BA;MA;RJ;PR;SP;RS;PE";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-05-20;Aguardando Parecer;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2253031;PL
PL 2752/2020;Altera a Lei n° 13.982, de 2 de abril de 2020, para descentralizar o pagamento do Auxílio Emergencial durante período de enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus (Covid-19) e dá outras providências.;;"Erika Kokay;José Ricardo;Rogério Correia;Nilto Tatto;Maria do Rosário;Professora Rosa Neide;Padre João;Carlos Veras;Enio Verri;Benedita da Silva;Helder Salomão;Paulo Teixeira;Reginaldo Lopes;Jorge Solla;Zé Neto;Zeca Dirceu;Joseildo Ramos;Waldenor Pereira;José Guimarães";"DF;AM;MG;SP;RS;MT;MG;PE;PR;RJ;ES;SP;MG;BA;BA;PR;BA;BA;CE";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-05-19;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2252950;PL
PL 2726/2020;Determina aos órgãos integrantes do Sistema Único de Saúde e instituições privadas de assistência à saúde a inclusão nos registros de pessoas suspeitas de contaminação, contaminadas, hospitalizadas e falecidas por Covid-19 de marcador étnico-racial conforme as categorias do Instituto Brasileiro de Geografia e Estatística, de localização e de gênero, para a produção de dados oficiais de contaminação e mortalidade pela Covid-19 e que tais dados passem a fazer parte da apresentação pública dos dados de infecção e mortalidade.   ;;"Alexandre Padilha;Enio Verri;Professora Rosa Neide;Natália Bonavides;Pedro Uczai;Rogério Correia;Nilto Tatto;João Daniel;Patrus Ananias;Maria do Rosário;Luizianne Lins;Carlos Veras;Afonso Florence;Paulão;Alencar Santana;Beto Faro;Jorge Solla;Joseildo Ramos;Waldenor Pereira;José Guimarães;Carlos Zarattini;Airton Faleiro;Rubens Otoni;Frei Anastacio Ribeiro;Valmir Assunção;José Ricardo;Paulo Pimenta;Arlindo Chinaglia;Henrique Fontana;Margarida Salomão;Odair Cunha;Benedita da Silva;Reginaldo Lopes;Padre João;Marcon;Célio Moura;Marília Arraes;Vicentinho;Vander Loubet;Paulo Teixeira;Paulo Guedes;Erika Kokay;Leonardo Monteiro;Rejane Dias;Gleisi Hoffmann;Rui Falcão;Helder Salomão;Bohn Gass;Zé Carlos;Assis Carvalho;Zeca Dirceu;Zé Neto";"SP;PR;MT;RN;SC;MG;SP;SE;MG;RS;CE;PE;BA;AL;SP;PA;BA;BA;BA;CE;SP;PA;GO;PB;BA;AM;RS;SP;RS;MG;MG;RJ;MG;MG;RS;TO;PE;SP;MS;SP;MG;DF;MG;PI;PR;SP;ES;RS;MA;PI;PR;BA";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-05-18;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2252866;PL
PL 2652/2020;Concede pensão especial aos dependentes da pessoa falecida pelo Covid-19, e dá outras providências;;"José Airton Félix Cirilo;José Guimarães;Enio Verri;Rubens Otoni;Célio Moura;José Ricardo;Pedro Uczai;Nilto Tatto;Rogério Correia;Erika Kokay;Airton Faleiro;Patrus Ananias;Paulão;Maria do Rosário;Waldenor Pereira;Vicentinho;Marcon;Zé Carlos;Professora Rosa Neide;Padre João;Frei Anastacio Ribeiro;Natália Bonavides;Leonardo Monteiro;Margarida Salomão;Afonso Florence;Carlos Veras;Valmir Assunção;Rejane Dias;Rui Falcão;Alencar Santana;Paulo Pimenta;Luizianne Lins;Beto Faro;Benedita da Silva;Vander Loubet;Arlindo Chinaglia;Bohn Gass;Helder Salomão;Paulo Teixeira;Gleisi Hoffmann;Reginaldo Lopes;Jorge Solla;João Daniel;Assis Carvalho;Zé Neto;Zeca Dirceu;Carlos Zarattini;Joseildo Ramos;Paulo Guedes;Henrique Fontana";"CE;CE;PR;GO;TO;AM;SC;SP;MG;DF;PA;MG;AL;RS;BA;SP;RS;MA;MT;MG;PB;RN;MG;MG;BA;PE;BA;PI;SP;SP;RS;CE;PA;RJ;MS;SP;RS;ES;SP;PR;MG;BA;SE;PI;BA;PR;SP;BA;MG;RS";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-05-14;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2252662;PL
PL 2456/2020;"Suspende a finalização de contratos de estágios durante período de pandemia da Covid-19 em estado de calamidade pública e dá outras providências; altera a Lei Nº 11.788, de 25 de setembro de 2008 (Lei do Estágio)";;"Professora Rosa Neide;Airton Faleiro;Carlos Veras;Célio Moura;Enio Verri;Gleisi Hoffmann;José Guimarães;José Ricardo;Maria do Rosário;Patrus Ananias;Paulão;Rogério Correia;Valmir Assunção;Waldenor Pereira;Marília Arraes;João Daniel;Frei Anastacio Ribeiro;Padre João;Alencar Santana";"MT;PA;PE;TO;PR;PR;CE;AM;RS;MG;AL;MG;BA;BA;PE;SE;PB;MG;SP";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-05-07;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2251934;PL
PL 2389/2020;Dispõe sobre a tipificação do crime de criação e divulgação de notícias falsas - Fake News sobre a pandemia do Coronavírus - Covid - 19 acrescentando o art. 140-A ao do Decreto-Lei nº 2.848, de 7 de dezembro de 1940, Código Penal e dá outras providências.;;"Rejane Dias;Erika Kokay;Pedro Uczai;Rogério Correia;José Guimarães;Professora Rosa Neide;Beto Faro;Enio Verri;Marcon;Valmir Assunção;Benedita da Silva;Margarida Salomão;Reginaldo Lopes;Célio Moura;Paulo Teixeira;Airton Faleiro;Jorge Solla;Rui Falcão;Patrus Ananias;Afonso Florence;Luizianne Lins;Paulão;Padre João;João Daniel;Gleisi Hoffmann;Zé Neto;Alencar Santana;Frei Anastacio Ribeiro;José Ricardo;Vander Loubet;Leonardo Monteiro;Assis Carvalho;Nilto Tatto;Henrique Fontana;Joseildo Ramos";"PI;DF;SC;MG;CE;MT;PA;PR;RS;BA;RJ;MG;MG;TO;SP;PA;BA;SP;MG;BA;CE;AL;MG;SE;PR;BA;SP;PB;AM;MS;MG;PI;SP;RS;BA";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-05-05;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2251491;PL
PL 1914/2020;"Dispõe sobre direito a indenização por danos extrapatrimoniais e sobre a concessão de pensão especial à dependentes de trabalhadores(as) dos serviços essenciais à sociedade, definidos conforme o Decreto da Presidência da República N º 10.282, de 20 de março de 2020 , que, em razão de suas atribui ções, foram
obstados a aderir ao isolamento social e vieram a falecer em razão da COVID 19, doença causada pelo
novo coronavírus";;"Paulo Pimenta;Jorge Solla;Patrus Ananias;Rogério Correia;João Daniel;Professora Rosa Neide;Helder Salomão;Rubens Otoni;José Guimarães;Enio Verri;Nilto Tatto;Padre João;Alexandre Padilha;Erika Kokay;José Airton Félix Cirilo;Joseildo Ramos;Valmir Assunção;José Ricardo;Frei Anastacio Ribeiro;Alencar Santana;Waldenor Pereira;Odair Cunha;Pedro Uczai;Marcon;Luizianne Lins;Paulo Guedes;Vicentinho;Célio Moura;Zé Carlos";"RS;BA;MG;MG;SE;MT;ES;GO;CE;PR;SP;MG;SP;DF;CE;BA;BA;AM;PB;SP;BA;MG;SC;RS;CE;MG;SP;TO;MA";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-04-15;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2248297;PL
PL 1322/2020;Dispõe sobre medidas emergenciais de amparo aos agricultores familiares do Brasil para mitigar os impactos socioeconômicos da pandemia do COVID-19, durante o período de vigor do estrado de calamidade pública no país, e dá outras providências.;;"Enio Verri;Zeca Dirceu;Rogério Correia;Helder Salomão;Marília Arraes;Rui Falcão;Nilto Tatto;Vicentinho;Alexandre Padilha;Patrus Ananias;José Ricardo;Leonardo Monteiro;José Guimarães;Joseildo Ramos;Jorge Solla;Erika Kokay;Alencar Santana;Arlindo Chinaglia;Luizianne Lins;Natália Bonavides;Padre João;Professora Rosa Neide;Zé Carlos;Paulão;Waldenor Pereira;Gleisi Hoffmann;Frei Anastacio Ribeiro;Carlos Veras;Valmir Assunção;Marcon;Pedro Uczai;João Daniel";"PR;PR;MG;ES;PE;SP;SP;SP;SP;MG;AM;MG;CE;BA;BA;DF;SP;SP;CE;RN;MG;MT;MA;AL;BA;PR;PB;PE;BA;RS;SC;SE";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-03-31;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242513;PL
PL 1267/2020;Altera a lei 10.714/2003, com o objetivo de ampliar a divulgação do Disque 180 enquanto durar a pandemia do covid-19 (novo coronavirus).;;"Talíria Petrone;Fernanda Melchionna;Sâmia Bomfim;Alessandro Molon;José Guimarães;Enio Verri;Joenia Wapichana;Luiza Erundina;Professora Dorinha Seabra Rezende;Perpétua Almeida;Wolney Queiroz;Clarissa Garotinho;Dulce Miranda;Paula Belmonte;Jandira Feghali;Maria do Rosário;Tabata Amaral;Professora Marcivania";"RJ;RS;SP;RJ;CE;PR;RR;SP;TO;AC;PE;RJ;TO;DF;RJ;RS;SP;AP";"PSOL;PSOL;PSOL;PSB;PT;PT;REDE;PSOL;DEM;PCdoB;PDT;PROS;MDB;CIDADANIA;PCdoB;PT;PDT;PCdoB";2020-03-30;Arquivada;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242384;PL
PL 1254/2020;Dispõe sobre a unificação, em lista única por Unidade Federada, de todos os pacientes atendidos nos serviços de saúde que tenham indicação de internação, para ocupação dos leitos hospitalares vagos em estrita observância à ordem de chegada.;;"Arlindo Chinaglia;Enio Verri;Rubens Otoni;José Guimarães;Célio Moura;Pedro Uczai;José Ricardo;Rogério Correia;Nilto Tatto;Erika Kokay;Patrus Ananias;Airton Faleiro;Paulão;Maria do Rosário;Waldenor Pereira;Vicentinho;Marcon;Zé Carlos;Padre João;Professora Rosa Neide;Natália Bonavides;Frei Anastacio Ribeiro;Leonardo Monteiro;Margarida Salomão;Afonso Florence;Alexandre Padilha;Valmir Assunção;Carlos Veras;Alencar Santana;Rui Falcão;Paulo Pimenta;Beto Faro;Benedita da Silva;Vander Loubet;José Airton Félix Cirilo;Rejane Dias;Bohn Gass;Odair Cunha;Henrique Fontana;Helder Salomão;Paulo Teixeira;Luizianne Lins;Gleisi Hoffmann;Reginaldo Lopes;Jorge Solla;João Daniel;Assis Carvalho;Zé Neto;Zeca Dirceu;Carlos Zarattini;Joseildo Ramos;Paulo Guedes";"SP;PR;GO;CE;TO;SC;AM;MG;SP;DF;MG;PA;AL;RS;BA;SP;RS;MA;MG;MT;RN;PB;MG;MG;BA;SP;BA;PE;SP;SP;RS;PA;RJ;MS;CE;PI;RS;MG;RS;ES;SP;CE;PR;MG;BA;SE;PI;BA;PR;SP;BA;MG";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-03-30;Aguardando Parecer;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242365;PL
PL 1161/2020;"Garante piso de transferência de recursos do FPE e FPM devido aos efeitos financeiros provocados pela pandemia do Coronavírus (COVID-19).
NOVA EMENTA: Concede auxílio financeiro emergencial aos Estados, ao Distrito Federal e aos Municípios para reforço dos fundos de participação de que trata o art. 159 da Constituição Federal e suspende obrigações dos Estados, do Distrito Federal e dos Municípios, devido aos efeitos financeiros provocados pela emergência de saúde pública de importância internacional decorrente da Covid-19.";;"Efraim Filho;Arthur Lira;Fred Costa;Joice Hasselmann;Enrico Misasi;Enio Verri;Luis Tibé;Diego Andrade;Léo Moraes;José Guimarães;Pedro Lucas Fernandes;Perpétua Almeida;Carlos Sampaio;André Figueiredo";"PB;AL;MG;SP;SP;PR;MG;MG;RO;CE;MA;AC;SP;CE";"DEM;PP;PATRIOTA;PSL;PV;PT;AVANTE;PSD;PODE;PT;PTB;PCdoB;PSDB;PDT";2020-03-28;Aguardando Apreciação pelo Senado Federal;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242237;PL
PL 736/2020;Altera a Lei 13.979, de 06 de fevereiro de 2020, acrescentando o inciso IV, §2º do Art. 3º suspendendo a cobrança de tarifas de água, energia elétrica, gás e esgoto durante todo o período de emergência de saúde pública para pessoas em situações de pobreza e extrema pobreza inscritas no Cadastro Único. ;;Enio Verri;PR;PT;2020-03-18;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2239606;PL
PL 735/2020;"Fica criado o abono destinado a feirantes e agricultores familiares que se encontram em isolamento ou quarentena em razão da pandemia do COVID-19, consoante a Lei 13.979, de 6 de fevereiro de 2020, e que apresentam-se impossibilitados de comercializar sua produção também por medidas determinadas pelos executivos municipais.

NOVA EMENTA: Dispõe sobre medidas emergenciais de amparo aos agricultores familiares do Brasil para mitigar os impactos socioeconômicos da Covid-19; altera as Leis nºs 13.340, de 28 de setembro de 2016, e 13.606, de 9 de janeiro de 2018; e dá outras providências (Lei Assis Carvalho).";;"Enio Verri;Célio Moura;José Guimarães;Helder Salomão;Pedro Uczai;Professora Rosa Neide;Waldenor Pereira;Erika Kokay;Maria do Rosário;Natália Bonavides;Marília Arraes;João Daniel;Carlos Veras;Valmir Assunção;Airton Faleiro;Vicentinho;Zeca Dirceu;Jorge Solla;Afonso Florence;Leonardo Monteiro;Beto Faro;Arlindo Chinaglia;Paulo Teixeira;Zé Carlos;Alexandre Padilha;Luizianne Lins;Marcon;Rogério Correia;Rejane Dias;Rubens Otoni;José Ricardo;José Airton Félix Cirilo;Nilto Tatto;Bohn Gass;Patrus Ananias;Alencar Santana;Frei Anastacio Ribeiro;Margarida Salomão;Padre João;Paulão;Joseildo Ramos;Vander Loubet;Paulo Pimenta;Zé Neto;Gleisi Hoffmann;Rui Falcão;Reginaldo Lopes;Paulo Guedes";"PR;TO;CE;ES;SC;MT;BA;DF;RS;RN;PE;SE;PE;BA;PA;SP;PR;BA;BA;MG;PA;SP;SP;MA;SP;CE;RS;MG;PI;GO;AM;CE;SP;RS;MG;SP;PB;MG;MG;AL;BA;MS;RS;BA;PR;SP;MG;MG";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-03-18;Transformado em Norma Jurídica;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2239605;PL
PL 2729/2021;Institui a campanha “Julho Dourado”, dedicada à promoção da saúde dos animais domésticos, de rua e a prevenção de zoonoses.;;Aroldo Martins;PR;REPUBLIC;2021-08-05;Pronta para Pauta;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2293041;PL
PL 3559/2020;Altera a Lei nº 9.615, de 24 de março de 1998, que institui normas gerais sobre desporto e dá outras providências, para incluir medidas cautelares para preservar a saúde do atleta profissional de luta. ;;Aroldo Martins;PR;REPUBLIC;2020-06-30;Aguardando Parecer;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2256421;PL
PL 2679/2020;Dispõe sobre medidas de proteção a população brasileira no ambiente de trabalho durante a pandemia do COVID-19 (coronavírus).;;Aroldo Martins;PR;REPUBLIC;2020-05-14;Aguardando Parecer;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2252780;PL
